step,phase,phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative
354,2,main_green,97,387.0,9.218,18,2,2,2,0,0,0,0,338,241
355,2,main_green,97,405.0,9.268,18,2,2,2,0,0,0,0,338,241
356,2,main_green,97,424.0,9.146,20,2,2,2,0,0,0,0,339,242
357,2,main_green,97,445.0,8.927,22,2,2,2,0,0,0,0,340,243
358,3,main_yellow,96,466.0,8.915,21,3,3,3,0,0,0,0,340,244
359,3,main_yellow,95,488.0,8.751,22,3,3,3,0,0,0,0,340,245
360,3,main_yellow,95,511.0,8.527,23,3,3,3,0,0,0,0,340,245
361,0,side_green,102,125.0,8.007,20,0,0,0,1,0,0,0,347,245
362,0,side_green,103,5.0,8.421,5,0,0,0,2,0,0,0,348,245
363,0,side_green,103,10.0,8.822,5,0,0,0,2,0,0,0,348,245
364,0,side_green,102,16.0,9.251,6,0,0,0,2,0,0,0,348,246
365,0,side_green,102,23.0,9.51,8,0,0,0,3,0,0,0,349,247
366,0,side_green,101,30.0,9.887,7,0,0,0,3,0,0,0,349,248
367,0,side_green,99,40.0,10.028,11,0,0,0,3,0,2,0,350,251
368,0,side_green,98,52.0,10.167,12,0,0,0,4,0,2,0,350,252
369,0,side_green,99,65.0,9.789,14,0,0,0,4,0,2,0,351,252
370,0,side_green,99,78.0,9.459,13,0,0,0,4,0,2,0,351,252
371,0,side_green,98,94.0,8.987,16,0,0,0,5,1,2,1,351,253
372,0,side_green,98,111.0,8.415,18,0,0,0,5,1,3,1,352,254
373,0,side_green,103,130.0,7.497,26,0,0,0,5,2,4,1,359,256
374,0,side_green,103,153.0,7.359,23,0,0,0,5,3,5,1,359,256
375,0,side_green,101,179.0,7.084,26,0,0,0,5,4,7,1,359,258
376,0,side_green,101,210.0,6.91,31,0,0,0,5,5,8,3,359,258
377,0,side_green,103,244.0,6.61,36,0,0,0,5,6,9,3,361,258
378,0,side_green,103,279.0,6.432,35,0,0,0,5,7,9,3,361,258
379,0,side_green,99,316.0,6.046,37,0,0,0,6,8,9,3,361,262
380,0,side_green,94,356.0,5.6,40,0,0,0,6,8,11,3,361,267
381,0,side_green,91,398.0,5.198,43,0,0,0,6,9,12,3,362,271
382,0,side_green,87,443.0,4.71,46,0,0,0,6,11,13,3,363,276
383,0,side_green,85,490.0,4.619,47,0,0,0,6,12,14,3,363,278
384,0,side_green,83,540.0,4.374,50,0,0,0,6,13,14,3,363,280
385,0,side_green,85,590.0,3.478,57,0,0,0,6,13,14,3,370,285
386,0,side_green,83,642.0,3.394,52,0,0,0,6,14,15,3,370,287
387,0,side_green,83,694.0,3.43,53,0,0,0,6,14,15,3,371,288
388,0,side_green,83,748.0,3.669,54,0,0,0,6,14,15,3,371,288
389,0,side_green,84,802.0,3.707,55,0,0,0,6,14,15,3,372,288
390,0,side_green,84,856.0,3.921,54,0,0,0,6,14,15,3,372,288
391,0,side_green,84,910.0,3.983,54,0,0,0,6,14,15,3,372,288
392,0,side_green,85,964.0,3.88,55,0,0,0,6,14,15,3,373,288
393,0,side_green,86,1018.0,3.906,55,0,0,0,6,14,15,3,374,288
394,0,side_green,85,1074.0,3.809,56,0,0,0,6,14,15,3,374,289
395,0,side_green,81,1131.0,3.429,57,0,0,0,6,14,15,3,374,293
396,0,side_green,81,1188.0,3.396,57,0,0,0,6,14,15,3,374,293
397,0,side_green,88,1245.0,3.114,64,0,0,0,6,14,15,3,381,293
398,0,side_green,88,1302.0,3.232,58,0,0,0,6,14,15,3,382,294
399,0,side_green,88,1360.0,3.409,58,0,0,0,6,14,15,3,382,294
400,0,side_green,88,1418.0,3.552,58,0,0,0,6,14,15,3,382,294
401,0,side_green,89,1476.0,3.554,59,0,0,0,6,14,15,3,383,294
402,0,side_green,89,1534.0,3.608,58,0,0,0,6,14,15,3,383,294
403,1,side_yellow,90,1593.0,3.527,60,1,1,1,6,14,15,3,384,294
404,1,side_yellow,90,1653.0,3.457,60,1,1,1,6,14,15,3,384,294
405,1,side_yellow,91,1714.0,3.358,62,1,1,1,6,14,15,3,385,294
406,2,main_green,88,1291.0,3.277,50,2,2,2,4,12,13,1,385,297
407,2,main_green,87,936.0,3.564,41,2,2,2,2,10,11,0,385,298
408,2,main_green,87,651.0,4.101,33,2,2,2,0,8,9,0,386,299
409,2,main_green,94,460.0,4.463,32,2,2,2,0,6,7,0,393,299
410,2,main_green,94,306.0,5.464,17,2,2,2,0,4,5,0,393,299
411,2,main_green,94,166.0,6.551,10,2,2,2,0,2,3,0,393,299
412,2,main_green,94,78.0,7.538,5,2,2,2,0,0,2,0,393,299
413,2,main_green,96,13.0,8.094,4,2,2,2,0,0,0,0,395,299
414,2,main_green,95,15.0,8.912,2,2,2,2,0,0,0,0,395,300
415,2,main_green,95,17.0,9.429,2,2,2,2,0,0,0,0,395,300
416,2,main_green,95,19.0,9.784,2,2,2,2,0,0,0,0,395,300
417,2,main_green,96,21.0,9.901,3,2,2,2,0,0,0,0,396,300
418,2,main_green,94,28.0,10.002,8,2,2,2,0,0,0,0,397,303
419,2,main_green,94,36.0,10.264,8,2,2,2,0,0,0,0,397,303
420,2,main_green,93,44.0,10.521,8,2,2,2,0,0,0,0,397,304
421,2,main_green,100,52.0,9.877,15,2,2,2,0,0,0,0,404,304
422,2,main_green,100,60.0,10.021,8,2,2,2,0,0,0,0,404,304
423,2,main_green,101,68.0,10.082,9,2,2,2,0,0,0,0,405,304
424,2,main_green,101,76.0,10.233,8,2,2,2,0,0,0,0,405,304
425,2,main_green,102,84.0,10.212,9,2,2,2,0,0,0,0,406,304
426,2,main_green,102,92.0,10.315,8,2,2,2,0,0,0,0,406,304
427,2,main_green,102,100.0,10.243,8,2,2,2,0,0,0,0,406,304
428,2,main_green,103,109.0,10.002,10,2,2,2,0,0,0,0,407,304
429,2,main_green,104,120.0,9.876,12,2,2,2,0,0,0,0,408,304
430,2,main_green,104,131.0,9.929,11,2,2,2,0,0,0,0,408,304
431,2,main_green,104,143.0,10.121,12,2,2,2,0,0,0,0,408,304
432,2,main_green,103,157.0,10.129,14,2,2,2,0,0,0,0,408,305
433,2,main_green,109,171.0,9.393,21,2,2,2,0,0,0,0,415,306
434,2,main_green,110,185.0,9.477,15,2,2,2,0,0,0,0,416,306
435,2,main_green,108,199.0,9.553,14,2,2,2,0,0,0,0,416,308
436,2,main_green,106,213.0,9.644,14,2,2,2,0,0,0,0,416,310
437,2,main_green,105,227.0,9.412,15,2,2,2,0,0,0,0,417,312
438,2,main_green,102,241.0,9.27,14,2,2,2,0,0,0,0,417,315
439,2,main_green,101,255.0,9.079,15,2,2,2,0,0,0,0,418,317
440,2,main_green,99,271.0,9.184,16,2,2,2,0,0,0,0,418,319
441,2,main_green,98,290.0,9.06,20,2,2,2,0,0,0,0,419,321
442,2,main_green,97,310.0,9.022,20,2,2,2,0,0,0,0,419,322
443,2,main_green,96,330.0,9.088,20,2,2,2,0,0,0,0,419,323
444,2,main_green,95,350.0,8.979,21,2,2,2,0,0,0,0,420,325
445,2,main_green,100,370.0,8.329,27,2,2,2,0,0,0,0,427,327
446,2,main_green,98,390.0,8.563,20,2,2,2,0,0,0,0,427,329
447,2,main_green,97,410.0,8.747,20,2,2,2,0,0,0,0,427,330
448,3,main_yellow,94,430.0,8.646,20,3,3,3,0,0,0,0,427,333
449,3,main_yellow,96,450.0,8.221,22,3,3,3,0,0,0,0,429,333
450,3,main_yellow,96,470.0,7.93,20,3,3,3,0,0,0,0,429,333
451,0,side_green,96,113.0,7.885,10,0,0,0,1,0,0,0,429,333
452,0,side_green,96,6.0,8.007,4,0,0,0,1,0,0,0,429,333
453,0,side_green,97,10.0,8.137,7,0,0,0,3,0,0,1,430,333
454,0,side_green,98,18.0,8.384,9,0,0,0,3,0,0,2,431,333
455,0,side_green,97,28.0,8.845,10,0,0,0,5,0,0,2,431,334
456,0,side_green,97,39.0,9.174,11,0,0,0,6,0,0,2,431,334
457,0,side_green,103,53.0,8.623,21,0,0,0,7,0,0,2,438,335
458,0,side_green,102,69.0,8.612,16,0,0,0,8,1,0,2,438,336
459,0,side_green,102,87.0,8.483,19,0,0,0,9,1,1,2,439,337
460,0,side_green,100,109.0,8.246,22,0,0,0,10,2,2,2,439,339
461,0,side_green,100,135.0,8.019,27,0,0,0,11,4,2,3,440,340
462,0,side_green,100,161.0,7.966,26,0,0,0,11,4,2,3,440,340
463,0,side_green,100,188.0,7.915,27,0,0,0,11,4,2,3,440,340
464,0,side_green,100,217.0,7.61,30,0,0,0,11,4,3,3,441,341
465,0,side_green,101,249.0,7.369,33,0,0,0,12,5,3,4,442,341
466,0,side_green,100,282.0,7.188,33,0,0,0,12,5,4,4,442,342
467,0,side_green,100,317.0,7.048,35,0,0,0,12,6,4,5,442,342
468,0,side_green,100,355.0,6.858,38,0,0,0,12,8,4,5,442,342
469,0,side_green,103,394.0,5.985,46,0,0,0,12,9,4,5,449,346
470,0,side_green,101,434.0,5.645,41,0,0,0,12,9,4,5,450,349
471,0,side_green,93,476.0,5.069,42,0,0,0,12,10,4,5,450,357
472,0,side_green,91,520.0,4.885,44,0,0,0,12,10,6,5,450,359
473,0,side_green,86,566.0,4.254,47,0,0,0,12,12,6,5,451,365
474,0,side_green,85,614.0,4.212,48,0,0,0,12,12,7,5,451,366
475,0,side_green,84,666.0,4.111,53,0,0,0,12,12,10,5,452,368
476,0,side_green,84,718.0,4.224,52,0,0,0,12,12,10,5,452,368
477,0,side_green,85,772.0,4.167,55,0,0,0,12,12,11,5,453,368
478,0,side_green,82,827.0,3.839,55,0,0,0,12,13,11,5,453,371
479,0,side_green,79,883.0,3.441,56,0,0,0,12,13,11,5,453,374
480,0,side_green,80,939.0,3.415,57,0,0,0,12,13,11,5,454,374
481,0,side_green,87,995.0,3.099,63,0,0,0,12,13,11,5,461,374
482,0,side_green,87,1052.0,3.204,57,0,0,0,12,13,11,5,461,374
483,0,side_green,87,1109.0,3.23,57,0,0,0,12,13,11,5,461,374
484,0,side_green,87,1167.0,3.358,58,0,0,0,12,13,11,5,461,374
485,0,side_green,89,1225.0,3.446,60,0,0,0,12,13,11,5,463,374
486,0,side_green,89,1285.0,3.586,60,0,0,0,12,13,11,5,463,374
487,0,side_green,89,1345.0,3.717,60,0,0,0,12,13,11,5,463,374
488,0,side_green,89,1405.0,3.767,60,0,0,0,12,13,11,5,463,374
489,0,side_green,89,1465.0,3.65,61,0,0,0,12,13,11,5,464,375
490,0,side_green,88,1526.0,3.384,62,0,0,0,12,13,11,5,465,377
491,0,side_green,87,1588.0,3.288,62,0,0,0,12,13,11,5,465,378
492,0,side_green,86,1650.0,3.216,62,0,0,0,12,13,11,5,465,379
493,1,side_yellow,92,1712.0,2.901,69,1,1,1,12,13,11,5,472,380
494,1,side_yellow,92,1775.0,3.01,63,1,1,1,12,13,11,5,472,380
495,1,side_yellow,93,1838.0,3.124,64,1,1,1,12,13,11,5,473,380
496,2,main_green,93,1405.0,3.544,52,2,2,2,10,11,9,3,473,380
497,2,main_green,94,1012.0,4.001,41,2,2,2,8,9,7,1,474,380
498,2,main_green,94,700.0,4.499,29,2,2,2,6,7,5,0,474,380
499,2,main_green,94,445.0,5.113,19,2,2,2,4,5,3,0,474,380
500,2,main_green,95,215.0,5.807,11,2,2,2,2,3,1,0,475,380
501,2,main_green,96,38.0,6.688,8,2,2,2,0,1,0,0,476,380
502,2,main_green,92,10.0,7.421,5,2,2,2,0,0,0,0,476,384
503,2,main_green,91,16.0,8.346,6,2,2,2,0,0,0,0,476,385
504,2,main_green,90,22.0,9.004,6,2,2,2,0,0,0,0,476,386
505,2,main_green,97,28.0,8.98,13,2,2,2,0,0,0,0,483,386
506,2,main_green,98,34.0,9.591,7,2,2,2,0,0,0,0,484,386
507,2,main_green,98,40.0,10.241,6,2,2,2,0,0,0,0,484,386
508,2,main_green,98,46.0,10.607,6,2,2,2,0,0,0,0,484,386
509,2,main_green,99,52.0,10.599,7,2,2,2,0,0,0,0,485,386
510,2,main_green,99,58.0,10.765,6,2,2,2,0,0,0,0,485,386
511,2,main_green,100,64.0,10.688,7,2,2,2,0,0,0,0,486,386
512,2,main_green,100,71.0,10.542,7,2,2,2,0,0,0,0,486,386
513,2,main_green,101,78.0,10.406,8,2,2,2,0,0,0,0,487,386
514,2,main_green,101,87.0,10.441,9,2,2,2,0,0,0,0,487,386
515,2,main_green,101,98.0,10.457,11,2,2,2,0,0,0,0,487,386
516,2,main_green,102,110.0,10.427,13,2,2,2,0,0,0,0,488,386
517,2,main_green,109,122.0,9.731,19,2,2,2,0,0,0,0,495,386
518,2,main_green,109,134.0,9.965,12,2,2,2,0,0,0,0,495,386
519,2,main_green,109,146.0,10.132,12,2,2,2,0,0,0,0,495,386
520,2,main_green,109,158.0,10.233,12,2,2,2,0,0,0,0,495,386
521,2,main_green,111,170.0,10.155,14,2,2,2,0,0,0,0,497,386
522,2,main_green,108,182.0,9.978,12,2,2,2,0,0,0,0,497,389
523,2,main_green,107,194.0,9.921,12,2,2,2,0,0,0,0,497,390
524,2,main_green,105,207.0,9.797,13,2,2,2,0,0,0,0,497,392
525,2,main_green,105,225.0,9.71,19,2,2,2,0,0,0,0,498,393
526,2,main_green,104,243.0,9.643,19,2,2,2,0,0,0,0,499,395
527,2,main_green,103,261.0,9.675,18,2,2,2,0,0,0,0,499,396
528,2,main_green,103,279.0,9.762,18,2,2,2,0,0,0,0,499,396
529,2,main_green,107,297.0,9.16,25,2,2,2,0,0,0,0,506,399
530,2,main_green,106,315.0,9.307,18,2,2,2,0,0,0,0,506,400
531,2,main_green,106,333.0,9.264,19,2,2,2,0,0,0,0,507,401
532,2,main_green,104,351.0,9.35,18,2,2,2,0,0,0,0,507,403
533,2,main_green,105,369.0,9.292,19,2,2,2,0,0,0,0,508,403
534,2,main_green,103,387.0,9.348,18,2,2,2,0,0,0,0,508,405
535,2,main_green,101,405.0,9.298,18,2,2,2,0,0,0,0,508,407
536,2,main_green,102,423.0,9.139,19,2,2,2,0,0,0,0,509,407
537,2,main_green,102,444.0,9.003,22,2,2,2,0,0,0,0,510,408
538,3,main_yellow,102,467.0,8.944,23,3,3,3,0,0,0,0,510,408
539,3,main_yellow,101,490.0,8.923,23,3,3,3,0,0,0,0,510,409
540,3,main_yellow,101,515.0,8.772,25,3,3,3,0,0,0,0,510,409
541,0,side_green,108,130.0,8.194,20,0,0,0,0,0,0,0,517,409
542,0,side_green,109,3.0,8.472,2,0,0,0,0,0,0,0,518,409
543,0,side_green,108,6.0,8.792,3,0,0,0,0,0,0,1,518,410
544,0,side_green,107,12.0,9.137,6,0,0,0,2,0,0,1,518,411
545,0,side_green,107,19.0,9.384,8,0,0,0,3,0,0,1,519,412
546,0,side_green,107,28.0,9.664,9,0,0,0,4,0,0,1,519,412
547,0,side_green,107,40.0,9.83,13,0,0,0,4,1,1,2,520,413
548,0,side_green,105,52.0,9.741,12,0,0,0,4,1,1,2,520,415
549,0,side_green,105,66.0,9.423,15,0,0,0,4,2,2,2,521,416
550,0,side_green,104,83.0,9.163,17,0,0,0,5,3,2,2,521,417
551,0,side_green,104,103.0,9.096,20,0,0,0,6,4,3,2,521,417
552,0,side_green,104,126.0,8.676,24,0,0,0,6,5,3,3,522,418
553,0,side_green,110,151.0,7.905,32,0,0,0,6,6,3,3,529,419
554,0,side_green,109,178.0,7.653,27,0,0,0,7,6,3,3,529,420
555,0,side_green,109,208.0,7.409,30,0,0,0,7,7,5,3,529,420
556,0,side_green,108,240.0,7.09,32,0,0,0,7,8,6,3,529,421
557,0,side_green,109,274.0,6.813,36,0,0,0,7,9,6,3,531,422
558,0,side_green,107,312.0,6.61,38,0,0,0,7,11,7,3,531,424
559,0,side_green,101,353.0,6.138,41,0,0,0,7,13,8,3,531,430
560,0,side_green,95,398.0,5.651,45,0,0,0,7,13,10,4,531,436
561,0,side_green,89,444.0,4.974,47,0,0,0,7,13,11,4,532,443
562,0,side_green,86,491.0,4.555,48,0,0,0,7,13,12,4,533,447
563,0,side_green,81,541.0,4.02,50,0,0,0,7,13,13,5,533,452
564,0,side_green,79,593.0,3.847,52,0,0,0,7,13,14,5,533,454
565,0,side_green,85,645.0,3.403,59,0,0,0,7,13,14,5,540,455
566,0,side_green,84,698.0,3.488,53,0,0,0,7,13,15,5,540,456
567,0,side_green,85,752.0,3.565,55,0,0,0,7,13,15,5,541,456
568,0,side_green,85,806.0,3.743,54,0,0,0,7,13,15,5,541,456
569,0,side_green,86,861.0,3.875,56,0,0,0,7,13,15,5,542,456
570,0,side_green,85,916.0,3.915,55,0,0,0,7,13,15,5,542,457
571,0,side_green,85,971.0,3.92,55,0,0,0,7,13,15,5,542,457
572,0,side_green,86,1026.0,3.861,56,0,0,0,7,13,15,5,543,457
573,0,side_green,87,1082.0,3.794,57,0,0,0,7,13,15,5,544,457
574,0,side_green,85,1139.0,3.674,57,0,0,0,7,13,15,5,544,459
575,0,side_green,83,1197.0,3.443,58,0,0,0,7,13,15,5,544,461
576,0,side_green,81,1255.0,3.158,58,0,0,0,7,13,15,5,544,463
577,0,side_green,88,1313.0,2.906,65,0,0,0,7,13,15,5,551,463
578,0,side_green,89,1371.0,2.981,59,0,0,0,7,13,15,5,552,463
579,0,side_green,89,1431.0,3.089,60,0,0,0,7,13,15,5,552,463
580,0,side_green,89,1491.0,3.2,60,0,0,0,7,13,15,5,552,463
581,0,side_green,90,1552.0,3.27,62,0,0,0,7,13,15,5,553,463
582,0,side_green,90,1613.0,3.504,61,0,0,0,7,13,15,5,553,463
583,1,side_yellow,91,1674.0,3.594,62,1,1,1,7,13,15,5,554,463
584,1,side_yellow,91,1736.0,3.664,62,1,1,1,7,13,15,5,554,463
585,1,side_yellow,92,1799.0,3.554,64,1,1,1,7,13,15,5,555,463
586,2,main_green,89,1370.0,3.456,51,2,2,2,5,11,13,3,555,466
587,2,main_green,88,982.0,3.79,40,2,2,2,3,9,11,1,555,467
588,2,main_green,87,667.0,4.194,30,2,2,2,1,7,9,0,556,469
589,2,main_green,94,446.0,4.664,28,2,2,2,0,5,7,0,563,469
590,2,main_green,94,288.0,5.593,14,2,2,2,0,3,5,0,563,469
591,2,main_green,94,144.0,6.542,8,2,2,2,0,1,3,0,563,469
592,2,main_green,94,48.0,7.755,4,2,2,2,0,0,1,0,563,469
593,2,main_green,96,16.0,8.445,4,2,2,2,0,0,0,0,565,469
594,2,main_green,96,18.0,8.998,2,2,2,2,0,0,0,0,565,469
595,2,main_green,96,20.0,9.501,2,2,2,2,0,0,0,0,565,469
596,2,main_green,96,22.0,9.834,2,2,2,2,0,0,0,0,565,469
597,2,main_green,97,26.0,10.121,5,2,2,2,0,0,0,0,566,469
598,2,main_green,97,33.0,10.3,8,2,2,2,0,0,0,0,567,470
599,2,main_green,95,41.0,10.593,8,2,2,2,0,0,0,0,567,472
600,2,main_green,95,49.0,10.707,8,2,2,2,0,0,0,0,567,472
601,2,main_green,101,57.0,10.098,15,2,2,2,0,0,0,0,574,473
602,2,main_green,101,65.0,10.255,8,2,2,2,0,0,0,0,574,473
603,2,main_green,102,73.0,10.229,9,2,2,2,0,0,0,0,575,473
604,2,main_green,102,81.0,10.427,8,2,2,2,0,0,0,0,575,473
605,2,main_green,103,89.0,10.406,9,2,2,2,0,0,0,0,576,473
606,2,main_green,103,97.0,10.357,8,2,2,2,0,0,0,0,576,473
607,2,main_green,103,105.0,10.303,8,2,2,2,0,0,0,0,576,473
608,2,main_green,104,113.0,10.152,9,2,2,2,0,0,0,0,577,473
609,2,main_green,105,122.0,10.053,10,2,2,2,0,0,0,0,578,473
610,2,main_green,105,136.0,10.085,14,2,2,2,0,0,0,0,578,473
611,2,main_green,105,150.0,10.151,14,2,2,2,0,0,0,0,578,473
612,2,main_green,101,164.0,10.113,14,2,2,2,0,0,0,0,578,477
613,2,main_green,108,178.0,9.451,21,2,2,2,0,0,0,0,585,477
614,2,main_green,107,192.0,9.446,15,2,2,2,0,0,0,0,586,479
615,2,main_green,107,206.0,9.641,14,2,2,2,0,0,0,0,586,479
616,2,main_green,105,220.0,9.77,14,2,2,2,0,0,0,0,586,481
617,2,main_green,105,234.0,9.652,15,2,2,2,0,0,0,0,587,482
618,2,main_green,102,248.0,9.481,14,2,2,2,0,0,0,0,587,485
619,2,main_green,102,263.0,9.213,16,2,2,2,0,0,0,0,588,486
620,2,main_green,100,278.0,9.208,15,2,2,2,0,0,0,0,588,488
621,2,main_green,100,294.0,9.129,17,2,2,2,0,0,0,0,589,489
622,2,main_green,97,314.0,9.118,20,2,2,2,0,0,0,0,589,492
623,2,main_green,96,334.0,9.076,20,2,2,2,0,0,0,0,589,493
624,2,main_green,95,354.0,9.057,21,2,2,2,0,0,0,0,590,495
625,2,main_green,100,374.0,8.357,27,2,2,2,0,0,0,0,597,497
626,2,main_green,98,394.0,8.485,20,2,2,2,0,0,0,0,597,499
627,2,main_green,96,414.0,8.627,20,2,2,2,0,0,0,0,597,501
628,3,main_yellow,96,434.0,8.729,20,3,3,3,0,0,0,0,597,501
629,3,main_yellow,98,454.0,8.442,22,3,3,3,0,0,0,0,599,501
630,3,main_yellow,98,475.0,8.385,21,3,3,3,0,0,0,1,599,501
631,0,side_green,98,110.0,8.546,9,0,0,0,0,0,0,1,599,501
632,0,side_green,98,4.0,8.861,2,0,0,0,0,0,0,1,599,501
633,0,side_green,99,5.0,9.166,3,0,0,0,0,0,0,1,600,501
634,0,side_green,100,7.0,9.426,3,0,0,0,0,0,0,1,601,501
635,0,side_green,99,9.0,9.837,2,0,0,0,0,0,0,1,601,502
636,0,side_green,99,12.0,10.169,3,0,0,0,1,0,0,1,601,502
637,0,side_green,105,17.0,9.759,12,0,0,0,1,0,0,2,608,503
638,0,side_green,104,25.0,9.944,8,0,0,0,3,0,0,2,608,504
639,0,side_green,103,34.0,9.709,10,0,0,0,4,0,0,2,609,506
640,0,side_green,102,43.0,9.541,9,0,0,0,4,0,0,2,609,507
641,0,side_green,103,55.0,9.33,13,0,0,0,6,0,1,2,610,507
642,0,side_green,102,70.0,8.991,15,0,0,0,6,2,1,3,610,508
643,0,side_green,100,89.0,8.596,19,0,0,0,7,3,1,3,610,510
644,0,side_green,101,110.0,8.203,22,0,0,0,7,3,2,4,611,510
645,0,side_green,102,135.0,7.746,26,0,0,0,8,4,4,4,612,510
646,0,side_green,101,164.0,7.351,29,0,0,0,9,6,4,4,612,511
647,0,side_green,101,194.0,7.1,30,0,0,0,9,6,4,4,612,511
648,0,side_green,100,228.0,6.836,34,0,0,0,9,7,7,4,612,512
649,0,side_green,100,262.0,5.721,41,0,0,0,9,7,7,4,619,519
650,0,side_green,96,298.0,5.226,37,0,0,0,9,8,8,4,620,524
651,0,side_green,94,338.0,5.114,40,0,0,0,9,11,9,4,620,526
652,0,side_green,85,382.0,4.324,44,0,0,0,9,11,11,5,620,535
653,0,side_green,85,428.0,4.19,47,0,0,0,10,12,11,5,621,536
654,0,side_green,83,477.0,4.144,49,0,0,0,10,12,13,5,621,538
655,0,side_green,84,528.0,4.168,52,0,0,0,10,12,13,6,622,538
656,0,side_green,83,580.0,4.133,52,0,0,0,10,12,14,6,622,539
657,0,side_green,84,633.0,4.078,54,0,0,0,10,12,14,6,623,539
658,0,side_green,81,687.0,3.873,54,0,0,0,10,12,14,6,623,542
659,0,side_green,80,741.0,3.647,54,0,0,0,10,12,14,6,623,543
660,0,side_green,80,795.0,3.464,55,0,0,0,10,12,14,6,624,544
661,0,side_green,87,849.0,3.152,61,0,0,0,10,12,14,6,631,544
662,0,side_green,87,904.0,3.179,55,0,0,0,10,12,14,6,631,544
663,0,side_green,87,961.0,3.33,57,0,0,0,10,12,14,6,631,544
664,0,side_green,87,1019.0,3.443,58,0,0,0,10,12,14,6,631,544
665,0,side_green,89,1077.0,3.532,60,0,0,0,10,12,14,6,633,544
666,0,side_green,88,1135.0,3.667,58,0,0,0,10,12,14,6,633,545
667,0,side_green,88,1194.0,3.84,59,0,0,0,10,12,14,6,633,545
668,0,side_green,88,1253.0,3.926,59,0,0,0,10,12,14,6,633,545
669,0,side_green,89,1312.0,3.881,60,0,0,0,10,12,14,6,634,545
670,0,side_green,89,1371.0,3.751,60,0,0,0,10,12,14,6,635,546
671,0,side_green,86,1431.0,3.435,60,0,0,0,10,12,14,6,635,549
672,0,side_green,84,1491.0,3.214,60,0,0,0,10,12,14,6,635,551
673,1,side_yellow,91,1552.0,2.907,68,1,1,1,10,12,14,6,642,551
674,1,side_yellow,91,1613.0,3.017,61,1,1,1,10,12,14,6,642,551
675,1,side_yellow,92,1674.0,3.089,62,1,1,1,10,12,14,6,643,551
676,2,main_green,92,1273.0,3.487,50,2,2,2,8,10,12,4,643,551
677,2,main_green,93,919.0,3.986,40,2,2,2,6,8,10,2,644,551
678,2,main_green,93,617.0,4.496,28,2,2,2,4,6,8,0,644,551
679,2,main_green,93,383.0,5.286,18,2,2,2,2,4,6,0,644,551
680,2,main_green,94,182.0,6.012,11,2,2,2,0,2,4,0,645,551
681,2,main_green,95,62.0,6.771,7,2,2,2,0,0,2,0,646,551
682,2,main_green,93,9.0,7.566,5,2,2,2,0,0,0,0,646,553
683,2,main_green,92,15.0,8.319,6,2,2,2,0,0,0,0,646,554
684,2,main_green,90,21.0,9.093,6,2,2,2,0,0,0,0,646,556
685,2,main_green,97,27.0,9.013,13,2,2,2,0,0,0,0,653,556
686,2,main_green,98,33.0,9.507,7,2,2,2,0,0,0,0,654,556
687,2,main_green,98,39.0,10.039,6,2,2,2,0,0,0,0,654,556
688,2,main_green,98,45.0,10.368,6,2,2,2,0,0,0,0,654,556
689,2,main_green,98,51.0,10.495,7,2,2,2,0,0,0,0,655,557
690,2,main_green,98,57.0,10.483,6,2,2,2,0,0,0,0,655,557
691,2,main_green,99,63.0,10.37,7,2,2,2,0,0,0,0,656,557
692,2,main_green,99,69.0,10.228,6,2,2,2,0,0,0,0,656,557
693,2,main_green,100,77.0,10.004,9,2,2,2,0,0,0,0,657,557
694,2,main_green,100,86.0,10.082,9,2,2,2,0,0,0,0,657,557
695,2,main_green,100,96.0,10.052,10,2,2,2,0,0,0,0,657,557
696,2,main_green,101,108.0,10.012,13,2,2,2,0,0,0,0,658,557
697,2,main_green,108,120.0,9.443,19,2,2,2,0,0,0,0,665,557
698,2,main_green,108,132.0,9.596,12,2,2,2,0,0,0,0,665,557
699,2,main_green,108,144.0,9.719,12,2,2,2,0,0,0,0,665,557
700,2,main_green,108,156.0,9.931,12,2,2,2,0,0,0,0,665,557
701,2,main_green,110,168.0,9.662,14,2,2,2,0,0,0,0,667,557
702,2,main_green,110,180.0,9.618,12,2,2,2,0,0,0,0,667,557
703,2,main_green,110,193.0,9.657,13,2,2,2,0,0,0,0,667,557
704,2,main_green,107,206.0,9.615,13,2,2,2,0,0,0,0,667,560
705,2,main_green,106,222.0,9.549,17,2,2,2,0,0,0,0,668,562
706,2,main_green,106,239.0,9.438,18,2,2,2,0,0,0,0,669,563
707,2,main_green,106,257.0,9.589,18,2,2,2,0,0,0,0,669,563
708,2,main_green,103,275.0,9.589,18,2,2,2,0,0,0,0,669,566
709,2,main_green,110,293.0,9.023,25,2,2,2,0,0,0,0,676,566
710,2,main_green,106,311.0,9.079,18,2,2,2,0,0,0,0,676,570
711,2,main_green,105,329.0,9.153,19,2,2,2,0,0,0,0,677,572
712,2,main_green,103,347.0,9.196,18,2,2,2,0,0,0,0,677,574
713,2,main_green,100,365.0,9.056,19,2,2,2,0,0,0,0,678,578
714,2,main_green,100,383.0,9.108,18,2,2,2,0,0,0,0,678,578
715,2,main_green,96,401.0,8.904,18,2,2,2,0,0,0,0,678,582
